,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
285,CRLFTerminatedReader.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,64.0,64.0
286,AbstractJamesService.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,330.0,330.0
287,AbstractJamesService.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,379.0,379.0
288,Base64.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,35.0,35.0
289,NNTPGroupImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,203.0,203.0
290,ExtraDotOutputStream.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,83.0,83.0
291,Lock.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,30.0,30.0
292,NNTPRepositoryImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,227.0,227.0
293,NNTPRepositoryImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,243.0,243.0
294,NNTPRepositoryImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,256.0,256.0
295,NNTPRepositoryImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,320.0,320.0
296,NNTPRepositoryImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,472.0,472.0
297,ArticleIDRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,118.0,118.0
298,ArticleIDRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,71.0,71.0
299,ArticleIDRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,129.0,129.0
300,NNTPSpooler.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,256.0,256.0
301,NNTPSpooler.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,222.0,222.0
302,NNTPSpooler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,105.0,105.0
303,NNTPSpooler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,257.0,257.0
304,NNTPArticleImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,196.0,196.0
305,NNTPArticleImpl.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,245.0,245.0
306,James.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,252.0,252.0
307,SqlResources.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,132.0,132.0
308,SqlResources.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,83.0,83.0
309,SqlResources.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,196.0,196.0
310,SqlResources.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,247.0,247.0
311,SqlResources.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,302.0,302.0
312,SqlResources.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,344.0,344.0
313,James.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,174.0,174.0
314,James.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,470.0,470.0
315,James.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,538.0,538.0
316,James.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,752.0,752.0
317,James.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,795.0,795.0
318,DigestUtil.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,53.0,53.0
319,DigestUtil.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,58.0,58.0
320,DigestUtil.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,157.0,157.0
321,DigestUtil.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,112.0,112.0
322,NNTPHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,846.0,846.0
323,NNTPHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,850.0,850.0
324,NNTPHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,853.0,853.0
325,NNTPHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,856.0,856.0
326,NNTPHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,860.0,860.0
327,NNTPHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,1662.0,1662.0
328,NNTPHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,1664.0,1664.0
329,JdbcDataSource.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,393.0,393.0
330,JdbcDataSource.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,138.0,138.0
331,JdbcDataSource.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,186.0,186.0
332,JdbcDataSource.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,399.0,399.0
333,JdbcDataSource.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,416.0,416.0
334,PoolConnEntry.java,squid:S00105,MINOR,SonarQube,CODE_SMELL,,
335,PoolConnEntry.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,198.0,198.0
336,Disposition.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,133.0,133.0
337,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,395.0,395.0
338,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,417.0,417.0
339,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,733.0,733.0
340,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,947.0,947.0
341,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,1010.0,1010.0
342,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,1078.0,1078.0
343,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,1146.0,1146.0
344,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,1214.0,1214.0
345,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,1286.0,1286.0
346,NNTPHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,1580.0,1580.0
347,DefaultThreadPool.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,57.0,57.0
348,DefaultThreadPool.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,81.0,81.0
349,WorkerThread.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,112.0,112.0
350,ServerConnection.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,256.0,256.0
351,DynamicAccount.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,99.0,99.0
352,SimpleConnectionManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,109.0,109.0
353,FetchMail.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,956.0,956.0
354,JDBCListserv.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,128.0,128.0
355,JDBCListserv.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,152.0,152.0
356,JDBCListserv.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,252.0,252.0
357,JDBCListserv.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,297.0,297.0
358,MessageProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,253.0,253.0
359,MessageProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,287.0,287.0
360,MessageProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,399.0,399.0
361,MessageProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,422.0,422.0
362,MessageProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,473.0,473.0
363,MessageProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,796.0,796.0
364,MessageProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,986.0,986.0
365,MessageProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,1099.0,1099.0
366,UseHeaderRecipients.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,129.0,129.0
367,ToProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,76.0,76.0
368,DSNBounce.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,790.0,790.0
369,LocalDelivery.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,53.0,53.0
370,AddFooter.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,124.0,124.0
371,CommandListservProcessor.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,404.0,404.0
372,CommandListservProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,235.0,235.0
373,CommandListservProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,335.0,335.0
374,ToRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,90.0,90.0
375,CommandListservProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,427.0,427.0
376,PostmasterAlias.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,56.0,56.0
377,XMLVirtualUserTable.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,110.0,110.0
378,RemoteDelivery.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,1021.0,1021.0
379,RemoteDelivery.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,299.0,299.0
380,RemoteDelivery.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,517.0,517.0
381,RemoteDelivery.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,590.0,590.0
382,RemoteDelivery.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,468.0,468.0
383,RemoteDelivery.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,331.0,331.0
384,RemoteDelivery.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,409.0,409.0
385,RemoteDelivery.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,636.0,636.0
386,RemoteDelivery.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,773.0,773.0
387,RemoteDelivery.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,803.0,803.0
388,RemoteDelivery.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,905.0,905.0
389,AbstractVirtualUserTable.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,129.0,129.0
390,DSNBounce.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,802.0,802.0
391,FromRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,132.0,132.0
392,FromRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,126.0,126.0
393,JDBCVirtualUserTable.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,138.0,138.0
394,JDBCAlias.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,95.0,95.0
395,JDBCAlias.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,106.0,106.0
396,JDBCAlias.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,133.0,133.0
397,JDBCAlias.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,134.0,134.0
398,JDBCAlias.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,158.0,158.0
399,GenericListserv.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,106.0,106.0
400,GenericListserv.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,205.0,205.0
401,RemoteDeliverySocketFactory.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,45.0,45.0
402,Info.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,84.0,84.0
403,Info.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,107.0,107.0
404,ErrorCommand.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,91.0,91.0
405,BaseCommand.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,121.0,121.0
406,BaseCommand.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,137.0,137.0
407,Loader.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,46.0,46.0
408,Loader.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,92.0,92.0
409,MailetLoader.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,66.0,66.0
410,MailetLoader.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,76.0,76.0
411,MatchLoader.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,73.0,73.0
412,MatchLoader.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,83.0,83.0
413,JamesSpoolManager.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,201.0,201.0
414,JamesSpoolManager.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,181.0,181.0
415,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,226.0,226.0
416,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,236.0,236.0
417,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,256.0,256.0
418,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,266.0,266.0
419,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,294.0,294.0
420,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,303.0,303.0
421,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,315.0,315.0
422,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,353.0,353.0
423,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,368.0,368.0
424,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,430.0,430.0
425,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,441.0,441.0
426,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,466.0,466.0
427,JamesSpoolManager.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,487.0,487.0
428,LinearProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,331.0,331.0
429,LinearProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,458.0,458.0
430,LinearProcessor.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,504.0,504.0
431,AttachmentFileNameIs.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,151.0,151.0
432,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,73.0,73.0
433,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,74.0,74.0
434,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,77.0,77.0
435,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,78.0,78.0
436,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,79.0,79.0
437,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,82.0,82.0
438,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,83.0,83.0
439,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,84.0,84.0
440,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,87.0,87.0
441,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,88.0,88.0
442,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,89.0,89.0
443,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,92.0,92.0
444,CompareNumericHeaderValue.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,93.0,93.0
445,AbstractNetworkMatcher.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,71.0,71.0
446,FileRegexMatcher.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,33.0,33.0
447,AbstractStorageQuota.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,105.0,105.0
448,HasHabeasWarrantMark.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,97.0,97.0
449,HasHabeasWarrantMark.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,85.0,85.0
450,GenericRegexMatcher.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,71.0,71.0
451,GenericRegexMatcher.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,63.0,63.0
452,InSpammerBlacklist.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,55.0,55.0
453,UserIs.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,30.0,30.0
454,AbstractQuotaMatcher.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,74.0,74.0
455,MBoxMailRepository.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,814.0,814.0
456,MBoxMailRepository.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,814.0,814.0
457,MBoxMailRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,642.0,642.0
458,MBoxMailRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,614.0,614.0
459,MBoxMailRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,442.0,442.0
460,MBoxMailRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,487.0,487.0
461,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,138.0,138.0
462,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,188.0,188.0
463,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,228.0,228.0
464,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,242.0,242.0
465,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,258.0,258.0
466,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,292.0,292.0
467,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,335.0,335.0
468,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,382.0,382.0
469,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,394.0,394.0
470,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,433.0,433.0
471,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,507.0,507.0
472,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,554.0,554.0
473,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,584.0,584.0
474,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,604.0,604.0
475,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,625.0,625.0
476,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,655.0,655.0
477,MBoxMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,674.0,674.0
478,AvalonMailRepository.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,90.0,90.0
479,AvalonMailRepository.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,90.0,90.0
480,AvalonMailRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,287.0,287.0
481,AvalonMailRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,413.0,413.0
482,AvalonMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,162.0,162.0
483,AvalonMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,186.0,186.0
484,AvalonMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,215.0,215.0
485,AvalonMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,260.0,260.0
486,AvalonMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,269.0,269.0
487,AvalonMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,300.0,300.0
488,AvalonMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,334.0,334.0
489,AvalonMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,391.0,391.0
490,MimeMessageJDBCSource.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,142.0,142.0
491,MimeMessageJDBCSource.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,176.0,176.0
492,MimeMessageJDBCSource.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,105.0,105.0
493,AvalonSpoolRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,136.0,136.0
494,AvalonSpoolRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,140.0,140.0
495,JDBCMailRepository.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,829.0,829.0
496,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,176.0,176.0
497,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,221.0,221.0
498,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,245.0,245.0
499,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,282.0,282.0
500,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,307.0,307.0
501,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,406.0,406.0
502,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,489.0,489.0
503,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,516.0,516.0
504,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,575.0,575.0
505,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,693.0,693.0
506,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,800.0,800.0
507,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,844.0,844.0
508,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,855.0,855.0
509,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,865.0,865.0
510,JDBCMailRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,904.0,904.0
511,MimeMessageAvalonSource.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,62.0,62.0
512,File_Persistent_Object_Repository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,73.0,73.0
513,File_Persistent_Object_Repository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,109.0,109.0
514,File_Persistent_Object_Repository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,136.0,136.0
515,File_Persistent_Object_Repository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,127.0,127.0
516,AbstractFileRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,197.0,197.0
517,AbstractFileRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,207.0,207.0
518,AbstractFileRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,219.0,219.0
519,AbstractFileRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,230.0,230.0
520,AbstractFileRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,276.0,276.0
521,AbstractFileRepository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,294.0,294.0
522,AbstractFileRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,272.0,272.0
523,AbstractFileRepository.java,squid:S00122,MINOR,SonarQube,CODE_SMELL,289.0,289.0
524,AbstractFileRepository.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,337.0,337.0
525,File_Persistent_Stream_Repository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,80.0,80.0
526,File_Persistent_Stream_Repository.java,squid:S00112,MAJOR,SonarQube,CODE_SMELL,117.0,117.0
527,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,450.0,450.0
528,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,457.0,457.0
529,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,457.0,457.0
530,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,507.0,507.0
531,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,515.0,515.0
532,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,515.0,515.0
533,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,551.0,551.0
534,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,624.0,624.0
535,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,686.0,686.0
536,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,693.0,693.0
537,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,693.0,693.0
538,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,738.0,738.0
539,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,745.0,745.0
540,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,745.0,745.0
541,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,797.0,797.0
542,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,815.0,815.0
543,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,833.0,833.0
544,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,869.0,869.0
545,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,902.0,902.0
546,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,935.0,935.0
547,RemoteManagerHandler.java,squid:S1132,MAJOR,SonarQube,CODE_SMELL,951.0,951.0
548,RemoteManagerHandler.java,squid:S1147,CRITICAL,SonarQube,CODE_SMELL,979.0,979.0
549,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,263.0,263.0
550,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,287.0,287.0
551,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,295.0,295.0
552,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,315.0,315.0
553,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,326.0,326.0
554,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,464.0,464.0
555,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,481.0,481.0
556,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,527.0,527.0
557,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,558.0,558.0
558,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,567.0,567.0
559,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,578.0,578.0
560,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,629.0,629.0
561,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,637.0,637.0
562,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,712.0,712.0
563,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,773.0,773.0
564,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,880.0,880.0
565,RemoteManagerHandler.java,squid:S1149,MAJOR,SonarQube,CODE_SMELL,913.0,913.0
